ownerName,ownershipStatus,dataConfidenceTier,dataConfidenceScore,actionabilityGate,recordCount,protectedIpCount,legalOwnerRecordCount,breederSignalRecordCount,relevantIpRecordCount,isCompanyProfile,isParentRollup,entityLikeName,publicOrgName,companyWebsite,companyContactUrl,topCrops,topJurisdictions,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,rawEvidenceRoles,rawEvidenceExamples,confidenceReasons,auditIssues,recommendedNextStep
Sedov Evgenij NIKOLAEVICh,breeder_only_signal,unverified,0,holder_verification_required,179,82,0,179,156,False,False,False,False,https://vniispk.ru/,,Apple 117 | Grape 21 | Currant-Black 15 | Pear 8,RU 179,Russian Research Institute of Fruit Crop Breeding (VNIISPK),Official VNIISPK and Russian Academy sources establish Sedov's institutional apple and pear program. Originator and current holder must still be confirmed for each cultivar and jurisdiction.,,cpvoBreeder:125,CPVO: 2020-06-03 - Apple - DEN' POBEDY - 68377 (cpvoBreeder) | CPVO: 2019-08-08 - Apple - SOYuZ - 78519 (cpvoBreeder) | CPVO: 2019-03-06 - Apple - SOYuZ - 51249 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Newcot S.A.S.,breeder_only_signal,unverified,7,company_profile_needs_enrichment,85,48,0,85,85,True,True,False,False,,,Apricot 85,QZ 46 | FR 39,,,,cpvoBreeder:34,CPVO: 2025-09-01 - Apricot - Fardosa - 20213047 (cpvoBreeder) | CPVO: 2024-11-21 - Apricot - Rubivial - 20242724 (cpvoBreeder) | CPVO: 2024-11-21 - Apricot - Rubicup - 20242728 (cpvoBreeder),protected IP present | seeded company profile | explicit rollup profile | high-count breeder-only signal | missing company website,missing_website | missing_contact | linkedin_not_verified | cultivar_count_not_verified | trademark_not_checked | web_research_incomplete,Find official website and ownership context before using this as an acquisition target.
Instytut Ogrodnictwa - Państwowy Instytut Badawczy,breeder_only_signal,unverified,13,public_program_reference,505,117,0,505,426,False,False,False,True,,,Apple 129 | Plum 71 | Strawberry 57 | Raspberry 51,PL 493 | QZ 12,,,,cpvoBreeder:505,CPVO: 2026-04-15 - Raspberry - Skierka - R S985 (cpvoBreeder) | CPVO: 2026-04-15 - Apple - Melpaz - R S971 (cpvoBreeder) | CPVO: 2025-12-18 - Raspberry - Soten - O S415 (cpvoBreeder),protected IP present | contact path present or public program | high-count breeder-only signal,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Vincent David Andrew Mazzardis,breeder_only_signal,unverified,0,holder_verification_required,260,242,0,260,260,False,False,False,False,,,Blueberry 217 | Peach 43,MX 51 | QZ 49 | PE 41 | GB 23,OZblu / United Exports,USPTO breeder string contains entity hint 'OZblu / United Exports'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35434,breeder:20 | inventor:20 | cpvoBreeder:139,"USPTO: 2023-10-24 - Blueberry - NS 16-6 - USPP 35,434 (breeder, inventor) | USPTO: 2022-08-02 - Blueberry - NS 15-14 - USPP 34,465 (breeder, inventor) | USPTO: 2022-08-02 - Blueberry - NS 15-15 - USPP 34,464 (breeder, inventor)",protected IP present | high-count breeder-only signal | candidate parent needs holder verification,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Thomas M. Sjulin,breeder_only_signal,unverified,0,holder_verification_required,119,56,0,119,116,False,False,False,False,https://www.driscolls.com/,,Strawberry 61 | Avocado 17 | Peach 9 | Raspberry 6,US 56 | MX 22 | QZ 18 | AU 6,"Driscoll Strawberry Associates, Inc. / Driscoll's, Inc.",Patent and PBR sources consistently name a Driscoll entity as assignee or holder for the source-backed strawberry and raspberry portfolio. Legal-entity changes and unsupported non-berry records must remain separate.,,cpvoBreeder:31,CPVO: 2018-07-10 - Raspberry - Drisraspeleven - 20181700 (cpvoBreeder) | CPVO: 2018-06-20 - Raspberry - DRISRASPELEVEN - 320-04-04289/2018-11 (cpvoBreeder) | CPVO: 2009-12-23 - Strawberry - DrisStrawFive - 2008317 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
SMS Unlimited LLC,breeder_only_signal,unverified,17,company_profile_needs_enrichment,69,38,0,69,68,True,True,True,False,,,Cherry-Sweet 29 | Peach 27 | Apricot 12 | Cherry-Tart 1,QZ 30 | ES 16 | AU 8 | CL 7,,,,cpvoBreeder:58,CPVO: 2023-06-27 - Cherry-Sweet - SMS-16-CA 2014-16 - 20175303 (cpvoBreeder) | CPVO: 2023-06-27 - Cherry-Sweet - REDSTONE - 20185429 (cpvoBreeder) | CPVO: 2023-06-27 - Cherry-Sweet - EPICK 16 - 20175303 (cpvoBreeder),protected IP present | seeded company profile | explicit rollup profile | high-count breeder-only signal | missing company website,missing_website | missing_contact | linkedin_not_verified | cultivar_count_not_verified | trademark_not_checked | web_research_incomplete,Find official website and ownership context before using this as an acquisition target.
Grapeco Limited,breeder_only_signal,unverified,17,company_profile_needs_enrichment,57,44,0,57,57,True,True,True,False,,,Grape 57,QZ 30 | US 10 | ES 7 | CL 4,,,,cpvoBreeder:47,CPVO: 2025-11-07 - Grape - Navsel 6 - 23/940 (cpvoBreeder) | CPVO: 2023-09-20 - Grape - NAVSEL 1 - 001001-2020 (cpvoBreeder) | CPVO: 2022-11-24 - Grape - Navsel 4 - 17-9215 (cpvoBreeder),protected IP present | seeded company profile | explicit rollup profile | high-count breeder-only signal | missing company website,missing_website | missing_contact | linkedin_not_verified | cultivar_count_not_verified | trademark_not_checked | web_research_incomplete,Find official website and ownership context before using this as an acquisition target.
TROShIN Leonid PETROVICh,breeder_only_signal,unverified,0,holder_verification_required,128,85,0,128,128,False,False,False,False,https://kubsau.ru/education/chairs/viniculture/staff/6917/,,Grape 128,RU 128,Kuban State Agrarian University,"The official university staff card establishes Troshin's current and long-running academic affiliation, but it does not prove that the university holds every variety right credited to him across earlier institutes and collaborations.",,cpvoBreeder:127,CPVO: 2019-12-24 - Grape - KAZAK ALEKSANDR MAHOVITSKIJ - 80531 (cpvoBreeder) | CPVO: 2018-11-12 - Grape - VANYuShA - 69351 (cpvoBreeder) | CPVO: 2018-11-12 - Grape - ANTONIJ VELIKIJ - 69352 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Alexandre Pierron-Darbonne,breeder_only_signal,unverified,0,holder_verification_required,80,77,0,80,79,False,False,False,False,https://planasa.com/,,Strawberry 32 | Blueberry 17 | Raspberry 14 | Peach 8,US 23 | MA 18 | MX 17 | AU 15,"Planasa, now owned by EW Group","Official registry material supports Planasa ownership for reviewed cultivars, while the 2023 transaction announcement establishes EW Group as Planasa's current owner. This does not cover non-Planasa records.",,breeder:23 | inventor:23 | cpvoBreeder:57,"USPTO: 2025-07-21 - Strawberry - Plared 1525 - USPVP 202400461 (breeder, inventor) | USPTO: 2025-06-25 - Strawberry - Plared 15107 - CA PBRA 25-12111 (breeder, inventor) | USPTO: 2025-06-12 - Strawberry - Plared 15121 - USPVP 202400213 (breeder, inventor)",protected IP present | company website linked | manual audit confidence low | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
C&O Nursery,breeder_only_signal,unverified,31,company_profile_needs_enrichment,12,7,0,12,12,True,True,True,False,,,Apple 12,FR 8 | QZ 2 | GB 2,,,,,,protected IP present | seeded company profile | explicit rollup profile | missing company website,missing_website | missing_contact | linkedin_not_verified | cultivar_count_not_verified | trademark_not_checked | web_research_incomplete | ownership_not_verified,Find official website and ownership context before using this as an acquisition target.
Smykov Anatolij VLADIMIROVICh,breeder_only_signal,unverified,0,holder_verification_required,91,51,0,91,91,False,False,False,False,https://nbgnsc.ru/,,Peach 60 | Grape 20 | Raspberry 9 | Apple 2,RU 91,Nikitsky Botanical Garden - National Scientific Center,Official institutional pages and current research establish Smykov's stone-fruit program affiliation. Cultivar originator and holder roles must be retained from the relevant register.,,cpvoBreeder:61,CPVO: 2018-02-28 - Peach - SARABUZ - 75214 (cpvoBreeder) | CPVO: 2017-07-13 - Peach - SOPRANO - 66796 (cpvoBreeder) | CPVO: 2017-05-16 - Peach - STRELETS - 66794 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Serova ZOYa Mihajlovna,breeder_only_signal,unverified,0,holder_verification_required,108,52,0,108,107,False,False,False,False,https://vniispk.ru/,,Apple 92 | Apricot 12 | Plum 2 | Currant-Black 1,RU 108,Russian Research Institute of Fruit Crop Breeding (VNIISPK),Official institute history and Russian cultivar records support Serova's VNIISPK apple-program identity. The register must still establish originator and holder for each cultivar.,,cpvoBreeder:92,CPVO: 2020-06-03 - Apple - DEN' POBEDY - 68377 (cpvoBreeder) | CPVO: 2019-08-08 - Apple - SOYuZ - 78519 (cpvoBreeder) | CPVO: 2019-03-06 - Apple - SOYuZ - 51249 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Instytut Sadownictwa i Kwiaciarstwa im. Szczepana Pieniążka,breeder_only_signal,unverified,13,public_program_reference,336,31,0,336,290,False,False,False,True,,,Apple 118 | Strawberry 44 | Plum 41 | Cherry-Sweet 26,PL 336,,,,cpvoBreeder:336,CPVO: 2009-01-26 - Cherry-Tart - Wisok - O S144 (cpvoBreeder) | CPVO: 2009-01-26 - Cherry-Tart - Wifor - O S146 (cpvoBreeder) | CPVO: 2009-01-26 - Cherry-Tart - Wiblek - O S145 (cpvoBreeder),protected IP present | contact path present or public program | high-count breeder-only signal,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
RESPUBLIKANSKOE NAUCHNO-PROIZVODSTVENNOE DOCHERNEE UNITARNOE PREDPRITIE «INSTITUT PLODOVODSTVA»,breeder_only_signal,unverified,13,public_program_reference,233,9,0,233,176,False,False,False,True,,,Apple 54 | Plum 26 | Pear 21 | Cherry-Sweet 18,BY 233,,,,cpvoBreeder:237,CPVO: 2025-01-01 - Pear - XENIA - 2024299 (cpvoBreeder) | CPVO: 2025-01-01 - Raspberry - VERASNYOVAYA - 2021108 (cpvoBreeder) | CPVO: 2025-01-01 - Apple - SUNRISE - 2024297 (cpvoBreeder),protected IP present | contact path present or public program | high-count breeder-only signal,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Castagnoli Gianfranco,breeder_only_signal,unverified,0,holder_verification_required,167,112,0,167,167,False,False,False,False,,,Strawberry 87 | Apple 74 | Peach 6,QZ 35 | US 33 | UA 27 | RU 22,,,,cpvoBreeder:123,CPVO: 2023-01-25 - Apple - Smeralda - 16-9018 (cpvoBreeder) | CPVO: 2021-05-14 - Apple - CIV323 - 19-9782 (cpvoBreeder) | CPVO: 2021-05-14 - Apple - 323 - 19-9782 (cpvoBreeder),protected IP present | high-count breeder-only signal,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
James F. Hancock,breeder_only_signal,unverified,0,holder_verification_required,151,102,0,151,151,False,False,False,False,,,Blueberry 144 | Strawberry 6 | Apricot 1,US 54 | QZ 25 | UA 16 | CA 10,MBG Marketing,USPTO breeder string contains entity hint 'MBG Marketing'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP35365,breeder:14 | inventor:14 | cpvoBreeder:85,"USPTO: 2023-09-05 - Blueberry - Capella (MSU 120) - USPP 35,365 (breeder, inventor) | USPTO: 2023-03-14 - Blueberry - BB14-232PT-2 - USPP 35,026 (breeder, inventor) | USPTO: 2022-10-04 - Blueberry - BB14-321NA-1 - USPP 34,620 (breeder, inventor)",protected IP present | high-count breeder-only signal | candidate parent needs holder verification,missing_company_profile | high_count_breeder_only_profile,Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Simó Alegre,breeder_only_signal,unverified,0,holder_verification_required,42,41,0,42,42,False,False,False,False,https://www.irta.cat/en/,,Peach 40 | Apple 2,QZ 40 | US 2,Institut de Recerca i Tecnologia Agroalimentàries (IRTA),IRTA's official profile establishes employment and leadership. Cultivar title must still follow the applicable register because some programs involve named commercial or research partners.,,cpvoBreeder:40,CPVO: 2025-02-17 - Peach - Sublor 2601 - 20191202 (cpvoBreeder) | CPVO: 2025-02-17 - Peach - Sublim 3801 - 20191201 (cpvoBreeder) | CPVO: 2025-02-17 - Peach - Sublim 3201 - 20201225 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
D.H. Byrne,breeder_only_signal,unverified,0,holder_verification_required,62,23,0,62,62,False,False,False,False,https://peaches.tamu.edu/,,Peach 52 | Nectarine 10,US 57 | BR 4 | MX 1,The Texas A&M University System,"The official university profile establishes employment, and reviewed patent records identify The Texas A&M University System as assignee. Inventor and assignee must remain separate in the dashboard.",https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37104,breeder:19 | inventor:19 | cpvoBreeder:5,"USPTO: 2025-11-25 - Peach - TRH1A95 - USPP 37,104 (breeder, inventor) | USPTO: 2025-08-05 - Peach - Flat Delight Three - USPP 36,872 (breeder, inventor) | USPTO: 2019-01-22 - Nectarine - Smooth Delight Three - USPP 30,122 (breeder, inventor)",protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
José Egea Caballero,breeder_only_signal,unverified,0,holder_verification_required,48,44,0,48,48,False,False,False,False,https://www.cebas.csic.es/,,Apricot 31 | Almond 11 | Peach 4 | Plum 2,QZ 44 | UA 4,Consejo Superior de Investigaciones Científicas (CSIC) / CEBAS-CSIC,Official institutional program material establishes Egea's CEBAS-CSIC role and continuing program bench; each jurisdiction's register must still establish the applicant or holder for each cultivar.,,cpvoBreeder:54,CPVO: 2025-03-26 - Apricot - CEBASGOLD - 20250573 (cpvoBreeder) | CPVO: 2025-03-17 - Plum - Lucia Plum - 20202972 (cpvoBreeder) | CPVO: 2025-03-17 - Plum - Lucia Myrtea - 20202972 (cpvoBreeder),protected IP present | company website linked | high-count breeder-only signal | candidate parent needs holder verification | individual profile without legal-owner evidence,high_count_individual_profile | high_count_breeder_only_profile,Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
