ownerName,candidateParent,candidateParentBasis,candidateParentEvidenceUrl,dataConfidenceTier,dataConfidenceScore,actionabilityGate,auditPriority,recordCount,legalOwnerRecordCount,breederSignalRecordCount,topCrops,topJurisdictions,rawEvidenceRoles,rawEvidenceExamples,recommendedNextStep
Better3fruit N.V.,,,,unverified,0,holder_verification_required,critical,40,0,40,Apple 30 | Strawberry 4 | Raspberry 4 | Cherry-Tart 2,QZ 19 | UA 6 | CL 3 | CH 3,cpvoBreeder:33,CPVO: 2025-09-03 - Apple - Ipador - 24263003 (cpvoBreeder) | CPVO: 2025-08-29 - Apple - Ipador - 202400405 (cpvoBreeder) | CPVO: 2025-04-08 - Apple - Ipador - 24263003 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Matthews Nurseries Ltd,,,,unverified,9,legal_entity_profile_needed,critical,39,0,39,Apple 19 | Strawberry 13 | Raspberry 5 | Citrus 1,NZ 18 | BY 8 | PL 6 | US 3,cpvoBreeder:17,CPVO: 2025-12-18 - Apple - Mattswir - TRM136 (cpvoBreeder) | CPVO: 2025-12-18 - Apple - Mattaste - TRM135 (cpvoBreeder) | CPVO: 2025-06-19 - Apple - Mattumn - TRM132 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Mirko Schuster,,,,unverified,0,holder_verification_required,critical,39,0,39,Cherry-Sweet 26 | Cherry-Tart 13,DE 17 | QZ 10 | CL 4 | US 3,breeder:2 | inventor:2 | cpvoBreeder:39,"USPTO: 2025-02-03 - Cherry-Tart - Taurus - USPVP 202300392 (breeder, inventor) | USPTO: 2017-03-28 - Cherry-Sweet - Areko - USPP 27,811 (breeder, inventor) | CPVO: 2025-12-04 - Cherry-Sweet - Denomination not available - KIA 00133 (cpvoBreeder)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Danilo Bernardini,,,,unverified,0,holder_verification_required,critical,39,0,39,Strawberry 39,QZ 16 | UA 14 | RU 4 | CH 3,cpvoBreeder:21,CPVO: 2025-06-11 - Strawberry - BL42 - P 2021 270 (cpvoBreeder) | CPVO: 2025-06-11 - Strawberry - BL39 - P 2021 271 (cpvoBreeder) | CPVO: 2025-05-19 - Strawberry - BLB5 - 20212206 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
David H. Byrne,,,,unverified,0,holder_verification_required,critical,39,0,39,Apple 22 | Cherry-Sweet 13 | Peach 4,US 15 | QZ 8 | DE 4 | CL 3,cpvoBreeder:5,CPVO: 2017-09-05 - Peach - RZEST TWO - 218060000152016 (cpvoBreeder) | CPVO: 2017-07-18 - Peach - SMOOTH DELIGHT ONE - 218060000162016 (cpvoBreeder) | CPVO: 2017-06-27 - Peach - SMOOTH DELIGHT TWO - 218060000172016 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Bessho Hideo,,,,unverified,0,holder_verification_required,critical,39,0,39,Apple 27 | Grape 12,JP 31 | US 6 | QZ 2,cpvoBreeder:46,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-08-24 - Apple - KINSHU - 102023000368 (cpvoBreeder) | CPVO: 2023-03-14 - Apple - Ruby Sweet - 102017000641 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Michael T. Malone,Plant & Food Research,USPTO breeder string contains entity hint 'Plant & Food Research'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP27897,unverified,0,holder_verification_required,critical,39,0,39,Apricot 15 | Plum 7 | Peach 7 | Cherry-Sweet 5,US 23 | QZ 10 | IL 2 | GB 1,breeder:1 | inventor:1 | cpvoBreeder:4,"USPTO: 2017-04-18 - Apricot - Nzsummer3 - USPP 27,897 (breeder, inventor) | CPVO: 2010-06-22 - Apricot - Mascot - 2004063 (cpvoBreeder) | CPVO: 2010-06-21 - Apricot - Cluthafire - 2004062 (cpvoBreeder)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Kyotani Hidetoshi,,,,unverified,0,holder_verification_required,critical,39,0,39,Peach 22 | Plum 7 | Apricot 4 | Blueberry 3,JP 37 | US 2,cpvoBreeder:40,CPVO: 2024-04-01 - Pear - JADE SWEET - 102017000243 (cpvoBreeder) | CPVO: 2015-03-25 - Blueberry - PIRIKA BLUE - 24751 (cpvoBreeder) | CPVO: 2015-03-25 - Blueberry - KERAAN BLUE - 24750 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Krasohina Svetlana Ivanovna,,,,unverified,0,holder_verification_required,critical,39,0,39,Grape 13 | Apple 8 | Currant-Black 6 | Pear 6,RU 39,cpvoBreeder:13,CPVO: 2017-01-11 - Grape - VALENTINA - 72037 (cpvoBreeder) | CPVO: 2017-01-11 - Grape - SAShEN'KA - 72038 (cpvoBreeder) | CPVO: 2016-01-20 - Grape - TALISMAN - 39094 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
KAN'ShINA Maina Vladimirovna,,,,unverified,0,holder_verification_required,critical,39,0,39,Cherry-Sweet 18 | Cherry-Tart 11 | Currant-Black 4 | Strawberry 4,RU 39,cpvoBreeder:33,CPVO: 2019-12-26 - Currant-Black - PODAROK ASTAHOVA - 59958 (cpvoBreeder) | CPVO: 2019-03-06 - Currant-Black - KUDMIG - 56326 (cpvoBreeder) | CPVO: 2015-01-28 - Cherry-Sweet - PODAROK STEPANOVU - 56324 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Il'In Vladimir SERGEEVICh,,,,unverified,0,holder_verification_required,critical,39,0,39,Gooseberry 16 | Currant-Black 12 | Currant 11,RU 39,cpvoBreeder:39,CPVO: 2019-12-25 - Gooseberry - KOVChEG - 56115 (cpvoBreeder) | CPVO: 2019-03-27 - Gooseberry - KREDO - 66817 (cpvoBreeder) | CPVO: 2019-03-27 - Gooseberry - KOVChEG - 56252 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Camposol S.A.,,,,unverified,0,holder_verification_required,critical,39,0,39,Blueberry 30 | Avocado 4 | Apple 3 | Pear 2,PE 33 | US 2 | AR 1 | CA 1,cpvoBreeder:33,CPVO: 2024-08-26 - Blueberry - CSOL16.109.103-2 - 000104-2022 (cpvoBreeder) | CPVO: 2024-08-26 - Blueberry - CSOL16.105.656-1 - 000072-2022 (cpvoBreeder) | CPVO: 2024-08-26 - Blueberry - CSOL16.105.493-1 - 000044-2022 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
ZVYaGIN Andrej SERGEEVICh,,,,unverified,0,holder_verification_required,high,39,0,39,Grape 16 | Apple 12 | Cherry-Sweet 5 | Cherry-Tart 4,RU 39,cpvoBreeder:16,CPVO: 2018-02-13 - Grape - TSVAJGEL'T TAMANSKIJ - 71828 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - SENNOJ K - 66950 (cpvoBreeder) | CPVO: 2018-02-13 - Grape - ANRI K - 66951 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
ShOLOHOV Aleksandr MIHAJLOVICh,,,,unverified,0,holder_verification_required,high,39,0,39,Apricot 16 | Apple 13 | Pear 6 | Grape 1,RU 39,cpvoBreeder:17,CPVO: 2017-07-13 - Apricot - VOLShEBNYJ - 66774 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - NASLAZhDENIE - 66774 (cpvoBreeder) | CPVO: 2017-07-13 - Apricot - ISKORKA TAVRIDY - 66778 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Gianluca Baruzzi,,,,unverified,0,holder_verification_required,critical,38,0,38,Strawberry 33 | Apple 2 | Cherry-Sweet 2 | Pear 1,QZ 29 | BR 7 | CH 1 | US 1,cpvoBreeder:37,CPVO: 2025-12-22 - Strawberry - Dafne - 20252839 (cpvoBreeder) | CPVO: 2025-05-19 - Strawberry - Elodì - 20220856 (cpvoBreeder) | CPVO: 2025-05-15 - Strawberry - KIARA - 218060000312024 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Suzuki Katsuyuki,,,,unverified,0,holder_verification_required,critical,38,0,38,Pear 12 | Peach 11 | Plum 8 | Apricot 4,JP 35 | QZ 2 | US 1,cpvoBreeder:42,CPVO: 2025-03-18 - Pear - Hoshiakari - 102017000639 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder) | CPVO: 2024-01-22 - Pear - Rinka - 102017000649 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Abe Kazuyuki,,,,unverified,0,holder_verification_required,critical,38,0,38,Apple 20 | Pear 14 | Cherry-Sweet 4,JP 29 | US 5 | QZ 3 | NZ 1,cpvoBreeder:43,CPVO: 2025-10-21 - Apple - BENITSURUGI - 18789972 (cpvoBreeder) | CPVO: 2025-03-18 - Pear - Hatsumaru - 102017000673 (cpvoBreeder) | CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Peter E. Vinson,BerryWorld Plus,USPTO breeder string contains entity hint 'BerryWorld Plus'.,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP37208,unverified,0,holder_verification_required,critical,38,0,38,Strawberry 16 | Raspberry 14 | Blackberry 5 | Blueberry 2,UA 10 | US 7 | RU 4 | MX 3,breeder:11 | inventor:11 | cpvoBreeder:2,"USPTO: 2026-01-13 - Strawberry - PGP182 - USPP 37,208 (breeder, inventor) | USPTO: 2024-12-17 - Blueberry - BWPblue02 - USPP 36,319 (breeder, inventor) | USPTO: 2022-05-06 - Strawberry - Sweet Eve 2 - CA PBR 6583 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Vardi Aliza,,,,unverified,0,holder_verification_required,critical,38,0,38,Citrus 38,US 17 | IL 12 | QZ 8 | ES 1,cpvoBreeder:33,CPVO: 2024-10-17 - Citrus - TAMI - 20245827 (cpvoBreeder) | CPVO: 2022-03-14 - Citrus - ODEM - 001252-2018 (cpvoBreeder) | CPVO: 2022-01-18 - Citrus - SIGAL - 16873556 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Matsumoto Ryoji,,,,unverified,0,holder_verification_required,critical,38,0,38,Citrus 26 | Grape 12,JP 34 | US 3 | CA 1,cpvoBreeder:41,CPVO: 2025-12-23 - Citrus - HAYASE - 19037025 (cpvoBreeder) | CPVO: 2019-05-01 - Citrus - Mihaya - 18-9390 (cpvoBreeder) | CPVO: 2017-12-26 - Citrus - Mihaya - 102017000687 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Anderson Natalie,,,,unverified,0,holder_verification_required,critical,38,0,38,Peach 36 | Nectarine 2,US 38,cpvoBreeder:40,CPVO: 2025-11-25 - Peach - TRH1A95 - 19062411 (cpvoBreeder) | CPVO: 2025-08-05 - Peach - Flat Delight Three - 18445578 (cpvoBreeder) | CPVO: 2019-01-22 - Nectarine - Smooth Delight Three - 15330676_3 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Esther J. Kibbe,,,,unverified,0,holder_verification_required,critical,37,0,37,Strawberry 23 | Blueberry 14,QZ 16 | US 11 | NZ 7 | ES 2,cpvoBreeder:22,CPVO: 2026-04-20 - Blueberry - Drisbluetwentytwo - 20201297 (cpvoBreeder) | CPVO: 2026-04-20 - Blueberry - Drisbluetwentythree - 20201566 (cpvoBreeder) | CPVO: 2026-04-20 - Blueberry - Drisbluetwentysix - 20212204 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Terrance C. Moran,,,,unverified,0,holder_verification_required,critical,37,0,37,Strawberry 36 | Almond 1,US 19 | QZ 8 | CA 5 | NZ 5,cpvoBreeder:40,CPVO: 2019-01-14 - Strawberry - Drisstrawfortyseven - 20160551 (cpvoBreeder) | CPVO: 2018-10-22 - Strawberry - DrisStrawFortySeven - 2015271 (cpvoBreeder) | CPVO: 2017-11-28 - Strawberry - DrisStrawTwentyOne - 2011214 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
PUTYaTIN Vladimir IL'ICh,,,,unverified,0,holder_verification_required,critical,37,0,37,Apple 17 | Apricot 6 | Cherry-Tart 5 | Pear 4,RU 37,cpvoBreeder:33,CPVO: 2009-12-28 - Currant-Black - DAShKOVSKAYa - 28318 (cpvoBreeder) | CPVO: 2009-01-12 - Currant - URAL'SKAYa KRASAVITSA - 24834 (cpvoBreeder) | CPVO: 2003-03-03 - Plum - KUYaShSKAYa - 36602 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Vissers America B.V.,,,,unverified,0,holder_verification_required,critical,37,0,37,Strawberry 26 | Raspberry 4 | Currant 4 | Apple 2,QZ 23 | PL 6 | GB 3 | CH 2,cpvoBreeder:26,CPVO: 2026-04-20 - Raspberry - FR174225 - 20221074 (cpvoBreeder) | CPVO: 2025-11-14 - Strawberry - Denomination not available - 25-3697 (cpvoBreeder) | CPVO: 2025-10-14 - Strawberry - 181727 - 10/223 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Conte Luigi,,,,unverified,0,holder_verification_required,high,37,0,37,Peach 37,IT 30 | QZ 7,cpvoBreeder:43,CPVO: 2010-07-28 - Peach - Denomination not available - JO201035 (cpvoBreeder) | CPVO: 2010-07-28 - Peach - Denomination not available - JO201036 (cpvoBreeder) | CPVO: 2010-03-23 - Peach - PMG 104 - RM11NV/2006_RM11NV/2006 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Musacchi Dario,,,,unverified,0,holder_verification_required,high,37,0,37,Strawberry 33 | Peach 4,IT 15 | QZ 12 | CH 3 | US 3,cpvoBreeder:41,CPVO: 2013-11-14 - Strawberry - NF311 - 13294003 (cpvoBreeder) | CPVO: 2013-11-14 - Strawberry - NF311 - 13294003 (cpvoBreeder) | CPVO: 2013-11-14 - Strawberry - NF205 - 13294002 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Peter Rolfe,,,,unverified,0,holder_verification_required,critical,36,0,36,Blueberry 36,US 8 | MX 8 | AU 8 | QZ 4,breeder:8 | inventor:8 | cpvoBreeder:25,"USPTO: 2026-01-16 - Blueberry - F4119 - USPVP 202500188 (breeder, inventor) | USPTO: 2025-12-05 - Blueberry - T11-319 - USPVP 202300366 (breeder, inventor) | USPTO: 2025-12-05 - Blueberry - T111-219 - USPVP 202300367 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Douglas Shaw,,,,unverified,0,holder_verification_required,critical,36,0,36,Strawberry 36,CA 23 | IL 12 | RU 1,cpvoBreeder:11,CPVO: 2003-06-16 - Strawberry - VENTANA - 005/03 (cpvoBreeder) | CPVO: 2003-06-16 - Strawberry - CAMINO REAL - 006/03 (cpvoBreeder) | CPVO: 2003-02-28 - Strawberry - Diamante - 309 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Joseph Stephens,,,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP36027,unverified,0,holder_verification_required,critical,36,0,36,Raspberry 36,US 13 | QZ 9 | CA 5 | UA 2,breeder:5 | inventor:5 | cpvoBreeder:28,"USPTO: 2024-07-23 - Raspberry - N1237057 - USPP 36,027 (breeder, inventor) | USPTO: 2020-10-13 - Raspberry - NN10062 - USPP 32,303 (breeder, inventor) | USPTO: 2019-02-05 - Raspberry - NN12026 - USPP 30,175 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Mikeal L. Roose,,,,unverified,0,holder_verification_required,critical,36,0,36,Citrus 34 | Apple 1 | Almond 1,QZ 10 | US 10 | NZ 5 | IL 4,cpvoBreeder:27,CPVO: 2023-07-17 - Citrus - Fairchild LS - 20152483 (cpvoBreeder) | CPVO: 2021-04-19 - Citrus - Kinnowls - 20152484 (cpvoBreeder) | CPVO: 2021-04-06 - Citrus - Sweet Daisy - 20151979 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Tupy Jaroslav,,,,unverified,0,holder_verification_required,critical,36,0,36,Apple 36,US 21 | NZ 4 | HU 4 | BR 3,cpvoBreeder:41,CPVO: 2019-09-03 - Apple - UEB 42721 - 15932511_2 (cpvoBreeder) | CPVO: 2019-09-03 - Apple - UEB 41811 - 15932495_2 (cpvoBreeder) | CPVO: 2018-12-18 - Apple - UEB 1813 - 15330708_2 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Gaec des Pepinieres Gromolard,,,,unverified,0,holder_verification_required,critical,36,0,36,Peach 36,FR 36,cpvoBreeder:36,CPVO: 2026-01-01 - Peach - UAX Rouge - 4081198 (cpvoBreeder) | CPVO: 2026-01-01 - Peach - UAX Jaune - 4081197 (cpvoBreeder) | CPVO: 2026-01-01 - Peach - UAX Blanc - 4081196 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
NIKULUShKINA Galina Evgen'Evna,,,,unverified,0,holder_verification_required,critical,36,0,36,Grape 36,RU 36,cpvoBreeder:36,CPVO: 2020-06-23 - Grape - VARVAROVSKIJ - 51541 (cpvoBreeder) | CPVO: 2019-07-23 - Grape - LOTOS - 72561 (cpvoBreeder) | CPVO: 2019-07-23 - Grape - BESSEMYaNNYJ RANNIJ - 72561 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Mr P. Roudeillac,,,,unverified,0,holder_verification_required,critical,36,0,36,Strawberry 36,FR 27 | QZ 9,cpvoBreeder:33,CPVO: 2004-01-01 - Strawberry - Charlotte - 1013116 (cpvoBreeder) | CPVO: 2004-01-01 - Strawberry - CHARLOTTE - 1013116.0 (FR) (cpvoBreeder) | CPVO: 2001-05-15 - Strawberry - Denomination not available - 1008346 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Berries Del Oeste S.L.,,,,unverified,0,holder_verification_required,critical,36,0,36,Strawberry 36,ES 21 | QZ 15,breeder:2 | inventor:2 | cpvoBreeder:36,"USPTO: 2025-10-21 - Strawberry - Cibeles - MX PBRA CP 3661 (breeder, inventor) | USPTO: 2025-09-25 - Strawberry - Arwen - USPVPA 202500662 (breeder, inventor) | CPVO: 2025-09-21 - Strawberry - NINA - 20255899 (cpvoBreeder)",Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Mazzardis Vincent David,,,,unverified,0,holder_verification_required,high,36,0,36,Blueberry 27 | Nectarine 4 | Peach 4 | Apple 1,US 23 | AU 12 | IT 1,cpvoBreeder:75,CPVO: 2024-08-26 - Blueberry - NS 13-5 - 001029-2019 (cpvoBreeder) | CPVO: 2024-07-04 - Blueberry - NS 13-4 - 001030-2019 (cpvoBreeder) | CPVO: 2024-01-22 - Blueberry - NS 15-5 - 000490-2020 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Ishii Shigehisa,,,,unverified,0,holder_verification_required,high,36,0,36,Prunus 35 | Peach 1,JP 36,cpvoBreeder:35,CPVO: 2022-03-15 - Prunus - HARUSUSONO - 29995 (cpvoBreeder) | CPVO: 2021-08-05 - Prunus - HARUTOKIMEKI - 25909 (cpvoBreeder) | CPVO: 2021-08-05 - Prunus - AKAGI SAKURA - 25909 (cpvoBreeder),Find holder/applicant evidence; treat CPVO-only breeder profiles as lower-confidence until verified.
Niab Emr,,,,unverified,0,holder_verification_required,critical,35,0,35,Strawberry 21 | Raspberry 7 | Apple 4 | Plum 2,QZ 11 | CA 9 | GB 7 | CH 5,breeder:12 | inventor:12 | cpvoBreeder:43,"USPTO: 2025-07-21 - Strawberry - Malling Ace - USPVP 202400433 (breeder, inventor) | USPTO: 2025-07-21 - Strawberry - Malling Supreme (EMR 639 in the USA) - USPVP 202400435 (breeder, inventor) | USPTO: 2025-07-21 - Strawberry - Malling Vitality - USPVP 202400434 (breeder, inventor)",Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Nishimura Koichi,,,,unverified,0,holder_verification_required,critical,35,0,35,Peach 12 | Cherry-Sweet 8 | Plum 5 | Apricot 4,JP 33 | NZ 1 | US 1,cpvoBreeder:34,CPVO: 2022-03-10 - Cherry-Sweet - YAMAGATA C12GO - 102022000143 (cpvoBreeder) | CPVO: 2020-03-09 - Cherry-Sweet - YAMAGATA C12GO - 32455 (cpvoBreeder) | CPVO: 2013-12-20 - Apricot - SUNNYCOT - 23910 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Ito Yuji,,,,unverified,0,holder_verification_required,critical,35,0,35,Apple 22 | Citrus 9 | Blueberry 3 | Pear 1,JP 29 | US 4 | QZ 2,cpvoBreeder:40,CPVO: 2024-04-01 - Pear - JADE SWEET - 102017000243 (cpvoBreeder) | CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2023-08-24 - Apple - KINSHU - 102023000368 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Haniuda Tadayuki,,,,unverified,0,holder_verification_required,critical,35,0,35,Apple 30 | Peach 3 | Grape 1 | Apricot 1,JP 29 | US 6,cpvoBreeder:27,CPVO: 2023-08-29 - Apple - BENIMINORI - 102023000385 (cpvoBreeder) | CPVO: 2019-04-23 - Apple - BENIMINORI - 32285 (cpvoBreeder) | CPVO: 2019-03-29 - Apple - BENIMINORI - 102019000191 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Zotkina Galina Alekseevna,,,,unverified,0,holder_verification_required,critical,35,0,35,Grape 31 | Apple 4,RU 35,cpvoBreeder:31,CPVO: 2020-06-23 - Grape - VARVAROVSKIJ - 51541 (cpvoBreeder) | CPVO: 2020-03-16 - Grape - YuLIYa - 80861 (cpvoBreeder) | CPVO: 2018-08-17 - Grape - PROGRESS - 56312 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
Matasova EVDOKIYa Petrovna,,,,unverified,0,holder_verification_required,critical,35,0,35,Apple 19 | Currant-Black 8 | Plum 6 | Pear 2,RU 35,cpvoBreeder:16,CPVO: 2006-11-27 - Apple - OSENNEE DAGESTANA - 43347 (cpvoBreeder) | CPVO: 2006-11-27 - Apple - NARODNOE DAGESTANA - 43347 (cpvoBreeder) | CPVO: 2006-11-27 - Apple - NARODNOE - 43347 (cpvoBreeder),Check raw breeder strings and assign this profile to a parent company only if source evidence is clear.
